# GRID
# fP fPz phi
# -2.0 2.0 101 -2.0 2.0 101 0.0 0.0 1
# fP fBz phi RH
-0.8400000000000001 -0.8400000000000001 0.0 3.9687999999999986
-0.8400000000000001 -0.8 0.0 3.9639999999999995
-0.8400000000000001 -0.76 0.0 3.959199999999999
-0.8400000000000001 -0.72 0.0 3.954399999999999
-0.8400000000000001 -0.6799999999999999 0.0 3.949599999999999
-0.8400000000000001 -0.6399999999999999 0.0 3.9447999999999994
-0.8400000000000001 -0.5999999999999999 0.0 3.9399999999999995
-0.8400000000000001 -0.56 0.0 3.935199999999999
-0.8400000000000001 -0.52 0.0 3.9303999999999992
-0.8400000000000001 -0.48 0.0 3.925599999999999
-0.8400000000000001 -0.43999999999999995 0.0 3.920799999999999
-0.8400000000000001 -0.3999999999999999 0.0 3.9159999999999986
-0.8400000000000001 -0.3599999999999999 0.0 3.911199999999999
-0.8400000000000001 -0.32000000000000006 0.0 3.906399999999999
-0.8400000000000001 -0.28 0.0 3.9015999999999993
-0.8400000000000001 -0.24 0.0 3.896799999999999
-0.8400000000000001 -0.19999999999999996 0.0 3.8919999999999986
-0.8400000000000001 -0.15999999999999992 0.0 3.8871999999999987
-0.8400000000000001 -0.11999999999999988 0.0 3.8823999999999996
-0.8400000000000001 -0.08000000000000007 0.0 3.8775999999999993
-0.8400000000000001 -0.040000000000000036 0.0 3.8727999999999994
-0.8400000000000001 0.0 0.0 3.867999999999999
-0.8400000000000001 0.040000000000000036 0.0 3.8631999999999986
-0.8400000000000001 0.08000000000000007 0.0 3.8583999999999987
-0.8400000000000001 0.1200000000000001 0.0 3.8535999999999992
-0.8400000000000001 0.16000000000000014 0.0 3.8487999999999993
-0.8400000000000001 0.20000000000000018 0.0 3.843999999999999
-0.8400000000000001 0.2400000000000002 0.0 3.8391999999999986
-0.8400000000000001 0.28000000000000025 0.0 3.8343999999999987
-0.8400000000000001 0.31999999999999984 0.0 3.829599999999999
-0.8400000000000001 0.3599999999999999 0.0 3.824799999999999
-0.8400000000000001 0.3999999999999999 0.0 3.8199999999999994
-0.8400000000000001 0.43999999999999995 0.0 3.815199999999999
-0.8400000000000001 0.48 0.0 3.810399999999999
-0.8400000000000001 0.52 0.0 3.8055999999999988
-0.8400000000000001 0.56 0.0 3.800799999999999
-0.8400000000000001 0.6000000000000001 0.0 3.7959999999999985
-0.8400000000000001 0.6400000000000001 0.0 3.791199999999999
-0.8400000000000001 0.6800000000000002 0.0 3.786399999999999
-0.8400000000000001 0.7200000000000002 0.0 3.7815999999999987
-0.8400000000000001 0.7600000000000002 0.0 3.776799999999999
-0.8400000000000001 0.8000000000000003 0.0 3.7719999999999994
-0.8400000000000001 0.8399999999999999 0.0 3.767199999999999
-0.8400000000000001 0.8799999999999999 0.0 3.7623999999999995
-0.8400000000000001 0.9199999999999999 0.0 3.757599999999999
-0.8400000000000001 0.96 0.0 3.752799999999999
-0.8400000000000001 1.0 0.0 3.747999999999999
-0.8400000000000001 1.04 0.0 3.743199999999999
-0.8400000000000001 1.08 0.0 3.7383999999999986
-0.8400000000000001 1.12 0.0 3.733599999999999
-0.8400000000000001 1.1600000000000001 0.0 3.728799999999999
-0.8400000000000001 1.2000000000000002 0.0 3.723999999999999
-0.8400000000000001 1.2400000000000002 0.0 3.719199999999999
-0.8400000000000001 1.2800000000000002 0.0 3.7143999999999995
-0.8400000000000001 1.3200000000000003 0.0 3.709599999999999
-0.8400000000000001 1.3599999999999999 0.0 3.7047999999999996
-0.8400000000000001 1.4 0.0 3.6999999999999993
-0.8400000000000001 1.44 0.0 3.695199999999999
-0.8400000000000001 1.48 0.0 3.690399999999999
-0.8400000000000001 1.52 0.0 3.6855999999999987
-0.8400000000000001 1.56 0.0 3.6807999999999987
-0.8400000000000001 1.6 0.0 3.6759999999999993
-0.8400000000000001 1.6400000000000001 0.0 3.671199999999999
-0.8400000000000001 1.6800000000000002 0.0 3.666399999999999
-0.8400000000000001 1.7200000000000002 0.0 3.6615999999999986
-0.8400000000000001 1.7600000000000002 0.0 3.6567999999999996
-0.8400000000000001 1.8000000000000003 0.0 3.6519999999999992
-0.8400000000000001 1.8399999999999999 0.0 3.6471999999999998
-0.8400000000000001 1.88 0.0 3.6423999999999994
-0.8400000000000001 1.92 0.0 3.637599999999999
-0.8400000000000001 1.96 0.0 3.6327999999999987
-0.8400000000000001 2.0 0.0 3.627999999999999
-0.8 -2.0 0.0 4.34
-0.8 -1.96 0.0 4.3352
-0.8 -1.92 0.0 4.3304
-0.8 -1.88 0.0 4.3256
-0.8 -1.84 0.0 4.3208
-0.8 -1.8 0.0 4.316
-0.8 -1.76 0.0 4.3112
-0.8 -1.72 0.0 4.3064
-0.8 -1.68 0.0 4.3016
-0.8 -1.6400000000000001 0.0 4.2968
-0.8 -1.6 0.0 4.292
-0.8 -1.56 0.0 4.2872
-0.8 -1.52 0.0 4.282400000000001
-0.8 -1.48 0.0 4.2776
-0.8 -1.44 0.0 4.2728
-0.8 -1.4 0.0 4.268
-0.8 -1.3599999999999999 0.0 4.263199999999999
-0.8 -1.3199999999999998 0.0 4.2584
-0.8 -1.28 0.0 4.2536000000000005
-0.8 -1.24 0.0 4.2488
-0.8 -1.2 0.0 4.244
-0.8 -1.1600000000000001 0.0 4.2392
-0.8 -1.12 0.0 4.2344
-0.8 -1.08 0.0 4.2296000000000005
-0.8 -1.04 0.0 4.2248
-0.8 -1.0 0.0 4.220000000000001
-0.8 -0.96 0.0 4.2152
-0.8 -0.9199999999999999 0.0 4.2104
-0.8 -0.8799999999999999 0.0 4.2056
-0.8 -0.8400000000000001 0.0 4.200799999999999
-0.8 -0.8 0.0 4.196000000000001
-0.8 -0.76 0.0 4.1912
-0.8 -0.72 0.0 4.1864
-0.8 -0.6799999999999999 0.0 4.1815999999999995
-0.8 -0.6399999999999999 0.0 4.1768
-0.8 -0.5999999999999999 0.0 4.172000000000001
-0.8 -0.56 0.0 4.1672
-0.8 -0.52 0.0 4.1624
-0.8 -0.48 0.0 4.1576
-0.8 -0.43999999999999995 0.0 4.1528
-0.8 -0.3999999999999999 0.0 4.148
-0.8 -0.3599999999999999 0.0 4.1432
-0.8 -0.32000000000000006 0.0 4.138400000000001
-0.8 -0.28 0.0 4.1336
-0.8 -0.24 0.0 4.1288
-0.8 -0.19999999999999996 0.0 4.124
-0.8 -0.15999999999999992 0.0 4.119199999999999
-0.8 -0.11999999999999988 0.0 4.114400000000001
-0.8 -0.08000000000000007 0.0 4.1096
-0.8 -0.040000000000000036 0.0 4.104800000000001
-0.8 0.0 0.0 4.1
-0.8 0.040000000000000036 0.0 4.0952
-0.8 0.08000000000000007 0.0 4.0904
-0.8 0.1200000000000001 0.0 4.0856
-0.8 0.16000000000000014 0.0 4.0808
-0.8 0.20000000000000018 0.0 4.0760000000000005
-0.8 0.2400000000000002 0.0 4.071199999999999
-0.8 0.28000000000000025 0.0 4.0664
-0.8 0.31999999999999984 0.0 4.0616
-0.8 0.3599999999999999 0.0 4.0568
-0.8 0.3999999999999999 0.0 4.0520000000000005
-0.8 0.43999999999999995 0.0 4.0472
-0.8 0.48 0.0 4.042400000000001
-0.8 0.52 0.0 4.037599999999999
-0.8 0.56 0.0 4.0328
-0.8 0.6000000000000001 0.0 4.028
-0.8 0.6400000000000001 0.0 4.0232
-0.8 0.6800000000000002 0.0 4.0184
-0.8 0.7200000000000002 0.0 4.0136
-0.8 0.7600000000000002 0.0 4.0088
-0.8 0.8000000000000003 0.0 4.0040000000000004
-0.8 0.8399999999999999 0.0 3.9992
-0.8 0.8799999999999999 0.0 3.9944000000000006
-0.8 0.9199999999999999 0.0 3.9896000000000003
-0.8 0.96 0.0 3.9848
-0.8 1.0 0.0 3.98
-0.8 1.04 0.0 3.9752
-0.8 1.08 0.0 3.9703999999999997
-0.8 1.12 0.0 3.9656000000000002
-0.8 1.1600000000000001 0.0 3.9608
-0.8 1.2000000000000002 0.0 3.956
-0.8 1.2400000000000002 0.0 3.9512
-0.8 1.2800000000000002 0.0 3.9464000000000006
-0.8 1.3200000000000003 0.0 3.9416
-0.8 1.3599999999999999 0.0 3.9368000000000007
-0.8 1.4 0.0 3.9320000000000004
-0.8 1.44 0.0 3.9272
-0.8 1.48 0.0 3.9224
-0.8 1.52 0.0 3.9175999999999997
-0.8 1.56 0.0 3.9128
-0.8 1.6 0.0 3.9080000000000004
-0.8 1.6400000000000001 0.0 3.9032
-0.8 1.6800000000000002 0.0 3.8984
-0.8 1.7200000000000002 0.0 3.8935999999999997
-0.8 1.7600000000000002 0.0 3.8888000000000007
-0.8 1.8000000000000003 0.0 3.8840000000000003
-0.8 1.8399999999999999 0.0 3.879200000000001
-0.8 1.88 0.0 3.8744000000000005
-0.8 1.92 0.0 3.8696
-0.8 1.96 0.0 3.8648
-0.8 2.0 0.0 3.86
-0.76 -2.0 0.0 4.572
-0.76 -1.96 0.0 4.5672
-0.76 -1.92 0.0 4.5624
-0.76 -1.88 0.0 4.557599999999999
-0.76 -1.84 0.0 4.5527999999999995
-0.76 -1.8 0.0 4.548
-0.76 -1.76 0.0 4.543200000000001
-0.76 -1.72 0.0 4.5384
-0.76 -1.68 0.0 4.5336
-0.76 -1.6400000000000001 0.0 4.5287999999999995
-0.76 -1.6 0.0 4.523999999999999
-0.76 -1.56 0.0 4.5192
-0.76 -1.52 0.0 4.5144
-0.76 -1.48 0.0 4.5096
-0.76 -1.44 0.0 4.5047999999999995
-0.76 -1.4 0.0 4.5
-0.76 -1.3599999999999999 0.0 4.4952000000000005
-0.76 -1.3199999999999998 0.0 4.4904
-0.76 -1.28 0.0 4.4856
-0.76 -1.24 0.0 4.4808
-0.76 -1.2 0.0 4.476
-0.76 -1.1600000000000001 0.0 4.4712
-0.76 -1.12 0.0 4.4664
-0.76 -1.08 0.0 4.461599999999999
-0.76 -1.04 0.0 4.4568
-0.76 -1.0 0.0 4.452
-0.76 -0.96 0.0 4.4472
-0.76 -0.9199999999999999 0.0 4.442399999999999
-0.76 -0.8799999999999999 0.0 4.4376
-0.76 -0.8400000000000001 0.0 4.4328
-0.76 -0.8 0.0 4.428
-0.76 -0.76 0.0 4.4232
-0.76 -0.72 0.0 4.4184
-0.76 -0.6799999999999999 0.0 4.4136
-0.76 -0.6399999999999999 0.0 4.408799999999999
-0.76 -0.5999999999999999 0.0 4.404
-0.76 -0.56 0.0 4.3992
-0.76 -0.52 0.0 4.3944
-0.76 -0.48 0.0 4.3896
-0.76 -0.43999999999999995 0.0 4.384799999999999
-0.76 -0.3999999999999999 0.0 4.379999999999999
-0.76 -0.3599999999999999 0.0 4.3752
-0.76 -0.32000000000000006 0.0 4.3704
-0.76 -0.28 0.0 4.365600000000001
-0.76 -0.24 0.0 4.360799999999999
-0.76 -0.19999999999999996 0.0 4.356
-0.76 -0.15999999999999992 0.0 4.3511999999999995
-0.76 -0.11999999999999988 0.0 4.3464
-0.76 -0.08000000000000007 0.0 4.3416
-0.76 -0.040000000000000036 0.0 4.3368
-0.76 0.0 0.0 4.332
-0.76 0.040000000000000036 0.0 4.3271999999999995
-0.76 0.08000000000000007 0.0 4.3224
-0.76 0.1200000000000001 0.0 4.3176000000000005
-0.76 0.16000000000000014 0.0 4.3128
-0.76 0.20000000000000018 0.0 4.308
-0.76 0.2400000000000002 0.0 4.3031999999999995
-0.76 0.28000000000000025 0.0 4.298399999999999
-0.76 0.31999999999999984 0.0 4.2936
-0.76 0.3599999999999999 0.0 4.2888
-0.76 0.3999999999999999 0.0 4.284000000000001
-0.76 0.43999999999999995 0.0 4.2791999999999994
-0.76 0.48 0.0 4.2744
-0.76 0.52 0.0 4.2696
-0.76 0.56 0.0 4.264799999999999
-0.76 0.6000000000000001 0.0 4.26
-0.76 0.6400000000000001 0.0 4.2552
-0.76 0.6800000000000002 0.0 4.2504
-0.76 0.7200000000000002 0.0 4.2456
-0.76 0.7600000000000002 0.0 4.240799999999999
-0.76 0.8000000000000003 0.0 4.235999999999999
-0.76 0.8399999999999999 0.0 4.231199999999999
-0.76 0.8799999999999999 0.0 4.2264
-0.76 0.9199999999999999 0.0 4.2216000000000005
-0.76 0.96 0.0 4.2168
-0.76 1.0 0.0 4.212
-0.76 1.04 0.0 4.207199999999999
-0.76 1.08 0.0 4.202400000000001
-0.76 1.12 0.0 4.1975999999999996
-0.76 1.1600000000000001 0.0 4.1928
-0.76 1.2000000000000002 0.0 4.188
-0.76 1.2400000000000002 0.0 4.183199999999999
-0.76 1.2800000000000002 0.0 4.1784
-0.76 1.3200000000000003 0.0 4.1736
-0.76 1.3599999999999999 0.0 4.168799999999999
-0.76 1.4 0.0 4.164
-0.76 1.44 0.0 4.1592
-0.76 1.48 0.0 4.1544
-0.76 1.52 0.0 4.1495999999999995
-0.76 1.56 0.0 4.1448
-0.76 1.6 0.0 4.140000000000001
-0.76 1.6400000000000001 0.0 4.1352
-0.76 1.6800000000000002 0.0 4.1304
-0.76 1.7200000000000002 0.0 4.1255999999999995
-0.76 1.7600000000000002 0.0 4.120799999999999
-0.76 1.8000000000000003 0.0 4.116
-0.76 1.8399999999999999 0.0 4.111199999999999
-0.76 1.88 0.0 4.106399999999999
-0.76 1.92 0.0 4.1015999999999995
-0.76 1.96 0.0 4.096800000000001
-0.76 2.0 0.0 4.0920000000000005
-0.72 -2.0 0.0 4.804
-0.72 -1.96 0.0 4.7992
-0.72 -1.92 0.0 4.7943999999999996
-0.72 -1.88 0.0 4.7896
-0.72 -1.84 0.0 4.7848
-0.72 -1.8 0.0 4.779999999999999
-0.72 -1.76 0.0 4.7752
-0.72 -1.72 0.0 4.7704
-0.72 -1.68 0.0 4.7656
-0.72 -1.6400000000000001 0.0 4.7608
-0.72 -1.6 0.0 4.756
-0.72 -1.56 0.0 4.751200000000001
-0.72 -1.52 0.0 4.7464
-0.72 -1.48 0.0 4.7416
-0.72 -1.44 0.0 4.7368
-0.72 -1.4 0.0 4.731999999999999
-0.72 -1.3599999999999999 0.0 4.7272
-0.72 -1.3199999999999998 0.0 4.7224
-0.72 -1.28 0.0 4.7176
-0.72 -1.24 0.0 4.7128
-0.72 -1.2 0.0 4.708
-0.72 -1.1600000000000001 0.0 4.7032
-0.72 -1.12 0.0 4.6983999999999995
-0.72 -1.08 0.0 4.6936
-0.72 -1.04 0.0 4.6888000000000005
-0.72 -1.0 0.0 4.684
-0.72 -0.96 0.0 4.6792
-0.72 -0.9199999999999999 0.0 4.6744
-0.72 -0.8799999999999999 0.0 4.669599999999999
-0.72 -0.8400000000000001 0.0 4.6648
-0.72 -0.8 0.0 4.66
-0.72 -0.76 0.0 4.655200000000001
-0.72 -0.72 0.0 4.650399999999999
-0.72 -0.6799999999999999 0.0 4.6456
-0.72 -0.6399999999999999 0.0 4.6408000000000005
-0.72 -0.5999999999999999 0.0 4.636
-0.72 -0.56 0.0 4.631200000000001
-0.72 -0.52 0.0 4.6264
-0.72 -0.48 0.0 4.6216
-0.72 -0.43999999999999995 0.0 4.6168
-0.72 -0.3999999999999999 0.0 4.612
-0.72 -0.3599999999999999 0.0 4.607200000000001
-0.72 -0.32000000000000006 0.0 4.6024
-0.72 -0.28 0.0 4.5976
-0.72 -0.24 0.0 4.5928
-0.72 -0.19999999999999996 0.0 4.588
-0.72 -0.15999999999999992 0.0 4.5832
-0.72 -0.11999999999999988 0.0 4.5784
-0.72 -0.08000000000000007 0.0 4.573600000000001
-0.72 -0.040000000000000036 0.0 4.5688
-0.72 0.0 0.0 4.564
-0.72 0.040000000000000036 0.0 4.5592
-0.72 0.08000000000000007 0.0 4.554399999999999
-0.72 0.1200000000000001 0.0 4.5496
-0.72 0.16000000000000014 0.0 4.5448
-0.72 0.20000000000000018 0.0 4.54
-0.72 0.2400000000000002 0.0 4.5352
-0.72 0.28000000000000025 0.0 4.5304
-0.72 0.31999999999999984 0.0 4.5256
-0.72 0.3599999999999999 0.0 4.5207999999999995
-0.72 0.3999999999999999 0.0 4.516
-0.72 0.43999999999999995 0.0 4.5112000000000005
-0.72 0.48 0.0 4.5064
-0.72 0.52 0.0 4.5016
-0.72 0.56 0.0 4.4967999999999995
-0.72 0.6000000000000001 0.0 4.491999999999999
-0.72 0.6400000000000001 0.0 4.4872000000000005
-0.72 0.6800000000000002 0.0 4.4824
-0.72 0.7200000000000002 0.0 4.4776
-0.72 0.7600000000000002 0.0 4.472799999999999
-0.72 0.8000000000000003 0.0 4.468
-0.72 0.8399999999999999 0.0 4.4632
-0.72 0.8799999999999999 0.0 4.458400000000001
-0.72 0.9199999999999999 0.0 4.4536
-0.72 0.96 0.0 4.4488
-0.72 1.0 0.0 4.444
-0.72 1.04 0.0 4.4392
-0.72 1.08 0.0 4.4344
-0.72 1.12 0.0 4.429600000000001
-0.72 1.1600000000000001 0.0 4.4248
-0.72 1.2000000000000002 0.0 4.42
-0.72 1.2400000000000002 0.0 4.4152
-0.72 1.2800000000000002 0.0 4.410400000000001
-0.72 1.3200000000000003 0.0 4.4056
-0.72 1.3599999999999999 0.0 4.4008
-0.72 1.4 0.0 4.396000000000001
-0.72 1.44 0.0 4.3912
-0.72 1.48 0.0 4.3864
-0.72 1.52 0.0 4.3816
-0.72 1.56 0.0 4.376799999999999
-0.72 1.6 0.0 4.372
-0.72 1.6400000000000001 0.0 4.3671999999999995
-0.72 1.6800000000000002 0.0 4.362399999999999
-0.72 1.7200000000000002 0.0 4.357600000000001
-0.72 1.7600000000000002 0.0 4.3528
-0.72 1.8000000000000003 0.0 4.348000000000001
-0.72 1.8399999999999999 0.0 4.3432
-0.72 1.88 0.0 4.3384
-0.72 1.92 0.0 4.333600000000001
-0.72 1.96 0.0 4.3288
-0.72 2.0 0.0 4.324
-0.6799999999999999 -2.0 0.0 5.036
-0.6799999999999999 -1.96 0.0 5.0312
-0.6799999999999999 -1.92 0.0 5.0264
-0.6799999999999999 -1.88 0.0 5.021599999999999
-0.6799999999999999 -1.84 0.0 5.0168
-0.6799999999999999 -1.8 0.0 5.0120000000000005
-0.6799999999999999 -1.76 0.0 5.0072
-0.6799999999999999 -1.72 0.0 5.0024
-0.6799999999999999 -1.68 0.0 4.997599999999999
-0.6799999999999999 -1.6400000000000001 0.0 4.9928
-0.6799999999999999 -1.6 0.0 4.9879999999999995
-0.6799999999999999 -1.56 0.0 4.983199999999999
-0.6799999999999999 -1.52 0.0 4.978400000000001
-0.6799999999999999 -1.48 0.0 4.973599999999999
-0.6799999999999999 -1.44 0.0 4.9688
-0.6799999999999999 -1.4 0.0 4.9639999999999995
-0.6799999999999999 -1.3599999999999999 0.0 4.9592
-0.6799999999999999 -1.3199999999999998 0.0 4.9544
-0.6799999999999999 -1.28 0.0 4.9496
-0.6799999999999999 -1.24 0.0 4.9448
-0.6799999999999999 -1.2 0.0 4.9399999999999995
-0.6799999999999999 -1.1600000000000001 0.0 4.9352
-0.6799999999999999 -1.12 0.0 4.9304
-0.6799999999999999 -1.08 0.0 4.925599999999999
-0.6799999999999999 -1.04 0.0 4.9208
-0.6799999999999999 -1.0 0.0 4.916
-0.6799999999999999 -0.96 0.0 4.9112
-0.6799999999999999 -0.9199999999999999 0.0 4.9064
-0.6799999999999999 -0.8799999999999999 0.0 4.9016
-0.6799999999999999 -0.8400000000000001 0.0 4.896800000000001
-0.6799999999999999 -0.8 0.0 4.892
-0.6799999999999999 -0.76 0.0 4.8872
-0.6799999999999999 -0.72 0.0 4.8824
-0.6799999999999999 -0.6799999999999999 0.0 4.877599999999999
-0.6799999999999999 -0.6399999999999999 0.0 4.8728
-0.6799999999999999 -0.5999999999999999 0.0 4.868
-0.6799999999999999 -0.56 0.0 4.8632
-0.6799999999999999 -0.52 0.0 4.8584
-0.6799999999999999 -0.48 0.0 4.8536
-0.6799999999999999 -0.43999999999999995 0.0 4.8488
-0.6799999999999999 -0.3999999999999999 0.0 4.843999999999999
-0.6799999999999999 -0.3599999999999999 0.0 4.8392
-0.6799999999999999 -0.32000000000000006 0.0 4.8344000000000005
-0.6799999999999999 -0.28 0.0 4.8296
-0.6799999999999999 -0.24 0.0 4.8248
-0.6799999999999999 -0.19999999999999996 0.0 4.819999999999999
-0.6799999999999999 -0.15999999999999992 0.0 4.815199999999999
-0.6799999999999999 -0.11999999999999988 0.0 4.8104000000000005
-0.6799999999999999 -0.08000000000000007 0.0 4.8056
-0.6799999999999999 -0.040000000000000036 0.0 4.800800000000001
-0.6799999999999999 0.0 0.0 4.795999999999999
-0.6799999999999999 0.040000000000000036 0.0 4.7912
-0.6799999999999999 0.08000000000000007 0.0 4.7863999999999995
-0.6799999999999999 0.1200000000000001 0.0 4.7816
-0.6799999999999999 0.16000000000000014 0.0 4.7768
-0.6799999999999999 0.20000000000000018 0.0 4.772
-0.6799999999999999 0.2400000000000002 0.0 4.767199999999999
-0.6799999999999999 0.28000000000000025 0.0 4.7623999999999995
-0.6799999999999999 0.31999999999999984 0.0 4.7576
-0.6799999999999999 0.3599999999999999 0.0 4.7528
-0.6799999999999999 0.3999999999999999 0.0 4.748
-0.6799999999999999 0.43999999999999995 0.0 4.7432
-0.6799999999999999 0.48 0.0 4.7384
-0.6799999999999999 0.52 0.0 4.733599999999999
-0.6799999999999999 0.56 0.0 4.7288
-0.6799999999999999 0.6000000000000001 0.0 4.724
-0.6799999999999999 0.6400000000000001 0.0 4.7192
-0.6799999999999999 0.6800000000000002 0.0 4.7143999999999995
-0.6799999999999999 0.7200000000000002 0.0 4.7096
-0.6799999999999999 0.7600000000000002 0.0 4.7048
-0.6799999999999999 0.8000000000000003 0.0 4.699999999999999
-0.6799999999999999 0.8399999999999999 0.0 4.6952
-0.6799999999999999 0.8799999999999999 0.0 4.6903999999999995
-0.6799999999999999 0.9199999999999999 0.0 4.6856
-0.6799999999999999 0.96 0.0 4.6808
-0.6799999999999999 1.0 0.0 4.676
-0.6799999999999999 1.04 0.0 4.6712
-0.6799999999999999 1.08 0.0 4.6664
-0.6799999999999999 1.12 0.0 4.6616
-0.6799999999999999 1.1600000000000001 0.0 4.6568
-0.6799999999999999 1.2000000000000002 0.0 4.651999999999999
-0.6799999999999999 1.2400000000000002 0.0 4.6472
-0.6799999999999999 1.2800000000000002 0.0 4.642399999999999
-0.6799999999999999 1.3200000000000003 0.0 4.637599999999999
-0.6799999999999999 1.3599999999999999 0.0 4.6328
-0.6799999999999999 1.4 0.0 4.627999999999999
-0.6799999999999999 1.44 0.0 4.623200000000001
-0.6799999999999999 1.48 0.0 4.618400000000001
-0.6799999999999999 1.52 0.0 4.6136
-0.6799999999999999 1.56 0.0 4.6088000000000005
-0.6799999999999999 1.6 0.0 4.604
-0.6799999999999999 1.6400000000000001 0.0 4.5992
-0.6799999999999999 1.6800000000000002 0.0 4.5944
-0.6799999999999999 1.7200000000000002 0.0 4.589599999999999
-0.6799999999999999 1.7600000000000002 0.0 4.5847999999999995
-0.6799999999999999 1.8000000000000003 0.0 4.579999999999999
-0.6799999999999999 1.8399999999999999 0.0 4.5752
-0.6799999999999999 1.88 0.0 4.570399999999999
-0.6799999999999999 1.92 0.0 4.565599999999999
-0.6799999999999999 1.96 0.0 4.560799999999999
-0.6799999999999999 2.0 0.0 4.556000000000001
-0.6399999999999999 -2.0 0.0 5.268000000000001
-0.6399999999999999 -1.96 0.0 5.2632
-0.6399999999999999 -1.92 0.0 5.2584
-0.6399999999999999 -1.88 0.0 5.2536
-0.6399999999999999 -1.84 0.0 5.248799999999999
-0.6399999999999999 -1.8 0.0 5.244
-0.6399999999999999 -1.76 0.0 5.2392
-0.6399999999999999 -1.72 0.0 5.2344
-0.6399999999999999 -1.68 0.0 5.2296
-0.6399999999999999 -1.6400000000000001 0.0 5.2248
-0.6399999999999999 -1.6 0.0 5.22
-0.6399999999999999 -1.56 0.0 5.2152
-0.6399999999999999 -1.52 0.0 5.2104
-0.6399999999999999 -1.48 0.0 5.2056000000000004
-0.6399999999999999 -1.44 0.0 5.2008
-0.6399999999999999 -1.4 0.0 5.196
-0.6399999999999999 -1.3599999999999999 0.0 5.191199999999999
-0.6399999999999999 -1.3199999999999998 0.0 5.186400000000001
-0.6399999999999999 -1.28 0.0 5.1816
-0.6399999999999999 -1.24 0.0 5.1768
-0.6399999999999999 -1.2 0.0 5.172
-0.6399999999999999 -1.1600000000000001 0.0 5.1672
-0.6399999999999999 -1.12 0.0 5.1624
-0.6399999999999999 -1.08 0.0 5.1576
-0.6399999999999999 -1.04 0.0 5.1528
-0.6399999999999999 -1.0 0.0 5.148
-0.6399999999999999 -0.96 0.0 5.1432
-0.6399999999999999 -0.9199999999999999 0.0 5.1384
-0.6399999999999999 -0.8799999999999999 0.0 5.1335999999999995
-0.6399999999999999 -0.8400000000000001 0.0 5.1288
-0.6399999999999999 -0.8 0.0 5.1240000000000006
-0.6399999999999999 -0.76 0.0 5.1192
-0.6399999999999999 -0.72 0.0 5.1144
-0.6399999999999999 -0.6799999999999999 0.0 5.1096
-0.6399999999999999 -0.6399999999999999 0.0 5.104800000000001
-0.6399999999999999 -0.5999999999999999 0.0 5.1000000000000005
-0.6399999999999999 -0.56 0.0 5.0952
-0.6399999999999999 -0.52 0.0 5.090400000000001
-0.6399999999999999 -0.48 0.0 5.0855999999999995
-0.6399999999999999 -0.43999999999999995 0.0 5.0808
-0.6399999999999999 -0.3999999999999999 0.0 5.076
-0.6399999999999999 -0.3599999999999999 0.0 5.0712
-0.6399999999999999 -0.32000000000000006 0.0 5.0664
-0.6399999999999999 -0.28 0.0 5.0616
-0.6399999999999999 -0.24 0.0 5.0568
-0.6399999999999999 -0.19999999999999996 0.0 5.052
-0.6399999999999999 -0.15999999999999992 0.0 5.0472
-0.6399999999999999 -0.11999999999999988 0.0 5.042400000000001
-0.6399999999999999 -0.08000000000000007 0.0 5.0376
-0.6399999999999999 -0.040000000000000036 0.0 5.0328
-0.6399999999999999 0.0 0.0 5.0280000000000005
-0.6399999999999999 0.040000000000000036 0.0 5.023199999999999
-0.6399999999999999 0.08000000000000007 0.0 5.0184
-0.6399999999999999 0.1200000000000001 0.0 5.0136
-0.6399999999999999 0.16000000000000014 0.0 5.008800000000001
-0.6399999999999999 0.20000000000000018 0.0 5.004
-0.6399999999999999 0.2400000000000002 0.0 4.9992
-0.6399999999999999 0.28000000000000025 0.0 4.9944
-0.6399999999999999 0.31999999999999984 0.0 4.989599999999999
-0.6399999999999999 0.3599999999999999 0.0 4.9848
-0.6399999999999999 0.3999999999999999 0.0 4.98
-0.6399999999999999 0.43999999999999995 0.0 4.9752
-0.6399999999999999 0.48 0.0 4.9704
-0.6399999999999999 0.52 0.0 4.9656
-0.6399999999999999 0.56 0.0 4.9608
-0.6399999999999999 0.6000000000000001 0.0 4.9559999999999995
-0.6399999999999999 0.6400000000000001 0.0 4.9512
-0.6399999999999999 0.6800000000000002 0.0 4.946400000000001
-0.6399999999999999 0.7200000000000002 0.0 4.941599999999999
-0.6399999999999999 0.7600000000000002 0.0 4.9368
-0.6399999999999999 0.8000000000000003 0.0 4.932
-0.6399999999999999 0.8399999999999999 0.0 4.9272
-0.6399999999999999 0.8799999999999999 0.0 4.9224000000000006
-0.6399999999999999 0.9199999999999999 0.0 4.9176
-0.6399999999999999 0.96 0.0 4.9128
-0.6399999999999999 1.0 0.0 4.9079999999999995
-0.6399999999999999 1.04 0.0 4.9032
-0.6399999999999999 1.08 0.0 4.8984
-0.6399999999999999 1.12 0.0 4.893599999999999
-0.6399999999999999 1.1600000000000001 0.0 4.888799999999999
-0.6399999999999999 1.2000000000000002 0.0 4.883999999999999
-0.6399999999999999 1.2400000000000002 0.0 4.879200000000001
-0.6399999999999999 1.2800000000000002 0.0 4.8744000000000005
-0.6399999999999999 1.3200000000000003 0.0 4.8696
-0.6399999999999999 1.3599999999999999 0.0 4.864800000000001
-0.6399999999999999 1.4 0.0 4.86
-0.6399999999999999 1.44 0.0 4.8552
