# GRID
# t x y
# 0.0 1.0 50 -1.0 1.0 256 -1.0 1.0 256
# t x y n P ux uy uz Bx By Bz
0.0 -1.0 0.4901960784313726 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.4980392156862745 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.5058823529411764 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.5137254901960784 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.5215686274509803 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.5294117647058822 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.5372549019607842 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.5450980392156863 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.5529411764705883 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.5607843137254902 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.5686274509803921 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.5764705882352941 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.584313725490196 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.5921568627450979 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.6000000000000001 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.607843137254902 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.615686274509804 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.6235294117647059 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.6313725490196078 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.6392156862745098 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.6470588235294117 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.6549019607843136 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.6627450980392156 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.6705882352941177 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.6784313725490196 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.6862745098039216 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.6941176470588235 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.7019607843137254 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.7098039215686274 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.7176470588235293 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.7254901960784315 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.7333333333333334 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.7411764705882353 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.7490196078431373 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.7568627450980392 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
0.0 -1.0 0.7647058823529411 1.0 1.0 0.8660254037844386 0.5000000000000001 0.0 0.0 0.0 0.0
